date,City,No. Stations,Air Quality,Index Value,Prominent Pollutant
31-01-2022,Agartala,1,Poor,298,PM2.5
01-02-2022,Agartala,1,Poor,252,PM2.5
02-02-2022,Agartala,1,Moderate,150,PM2.5
03-02-2022,Agartala,1,Moderate,160,PM2.5
04-02-2022,Agartala,1,Moderate,193,PM2.5
05-02-2022,Agartala,1,Satisfactory,85,SO2
06-02-2022,Agartala,1,Moderate,124,PM2.5
07-02-2022,Agartala,1,Moderate,184,PM2.5
08-02-2022,Agartala,1,Poor,229,PM2.5
09-02-2022,Agartala,1,Poor,218,PM2.5
10-02-2022,Agartala,1,Poor,264,PM2.5
11-02-2022,Agartala,1,Poor,280,PM2.5
12-02-2022,Agartala,1,Poor,204,PM2.5
13-02-2022,Agartala,1,Moderate,184,PM2.5
14-02-2022,Agartala,1,Poor,231,PM2.5
15-02-2022,Agartala,1,Poor,220,PM2.5
16-02-2022,Agartala,1,Poor,239,PM2.5
17-02-2022,Agartala,1,Poor,261,PM2.5
18-02-2022,Agartala,1,Poor,244,PM2.5
19-02-2022,Agartala,1,Poor,216,PM2.5
20-02-2022,Agartala,1,Moderate,166,PM2.5
21-02-2022,Agartala,1,Moderate,109,PM2.5
22-02-2022,Agartala,1,Moderate,103,PM10
23-02-2022,Agartala,1,Moderate,120,PM2.5
24-02-2022,Agartala,1,Poor,202,PM2.5
25-02-2022,Agartala,1,Moderate,162,PM2.5
26-02-2022,Agartala,1,Moderate,180,PM2.5
27-02-2022,Agartala,1,Moderate,170,PM2.5
28-02-2022,Agartala,1,Poor,232,PM2.5
01-03-2022,Agartala,1,Poor,237,PM2.5
02-03-2022,Agartala,1,Moderate,182,PM2.5
03-03-2022,Agartala,1,Moderate,191,PM2.5
04-03-2022,Agartala,1,Poor,240,PM2.5
05-03-2022,Agartala,1,Poor,226,PM2.5
06-03-2022,Agartala,1,Poor,234,PM2.5
07-03-2022,Agartala,1,Poor,225,PM2.5
08-03-2022,Agartala,1,Poor,217,PM2.5
09-03-2022,Agartala,1,Poor,256,PM2.5
10-03-2022,Agartala,1,Poor,257,PM2.5
11-03-2022,Agartala,1,Poor,224,PM2.5
12-03-2022,Agartala,1,Poor,238,PM2.5
13-03-2022,Agartala,1,Poor,249,PM2.5
14-03-2022,Agartala,1,Poor,266,PM2.5
15-03-2022,Agartala,2,Poor,288,PM2.5
16-03-2022,Agartala,2,Poor,262,PM2.5
17-03-2022,Agartala,2,Poor,236,PM2.5
18-03-2022,Agartala,2,Poor,285,PM2.5
19-03-2022,Agartala,2,Poor,282,PM2.5
20-03-2022,Agartala,2,Poor,241,PM2.5
21-03-2022,Agartala,2,Moderate,148,PM2.5
22-03-2022,Agartala,2,Moderate,138,PM2.5
23-03-2022,Agartala,2,Poor,237,PM2.5
24-03-2022,Agartala,1,Moderate,158,PM2.5
25-03-2022,Agartala,2,Satisfactory,90,"PM10, SO2"
26-03-2022,Agartala,2,Satisfactory,83,"PM10, SO2"
27-03-2022,Agartala,2,Satisfactory,86,"PM10, SO2"
28-03-2022,Agartala,2,Satisfactory,96,"PM2.5, SO2"
29-03-2022,Agartala,1,Satisfactory,80,PM2.5
30-03-2022,Agartala,1,Satisfactory,62,PM2.5
31-03-2022,Agartala,2,Satisfactory,74,"PM2.5, SO2"
01-04-2022,Agartala,2,Satisfactory,78,"PM10, SO2"
02-04-2022,Agartala,2,Satisfactory,77,"PM10, SO2"
03-04-2022,Agartala,2,Satisfactory,76,"PM10, PM2.5"
04-04-2022,Agartala,2,Satisfactory,57,PM10
05-04-2022,Agartala,2,Satisfactory,64,PM10
06-04-2022,Agartala,2,Satisfactory,58,PM10
07-04-2022,Agartala,2,Satisfactory,73,PM10
08-04-2022,Agartala,2,Satisfactory,98,PM10
09-04-2022,Agartala,2,Satisfactory,82,"PM10, SO2"
10-04-2022,Agartala,2,Good,48,PM10
11-04-2022,Agartala,2,Satisfactory,54,PM10
12-04-2022,Agartala,1,Satisfactory,62,PM10
13-04-2022,Agartala,2,Satisfactory,65,PM10
14-04-2022,Agartala,2,Satisfactory,56,PM10
15-04-2022,Agartala,2,Good,50,PM10
16-04-2022,Agartala,1,Satisfactory,55,PM10
17-04-2022,Agartala,2,Good,50,PM10
18-04-2022,Agartala,2,Good,46,PM10
19-04-2022,Agartala,2,Satisfactory,58,PM10
20-04-2022,Agartala,2,Satisfactory,56,PM10
21-04-2022,Agartala,2,Good,50,"O3, PM10"
22-04-2022,Agartala,2,Satisfactory,72,"PM10, PM2.5"
23-04-2022,Agartala,2,Satisfactory,62,PM10
24-04-2022,Agartala,2,Satisfactory,75,"PM10, PM2.5"
25-04-2022,Agartala,2,Satisfactory,66,PM10
26-04-2022,Agartala,2,Satisfactory,75,PM10
27-04-2022,Agartala,2,Satisfactory,82,PM10
28-04-2022,Agartala,2,Satisfactory,86,PM10
29-04-2022,Agartala,2,Satisfactory,94,PM10
30-04-2022,Agartala,2,Satisfactory,83,PM10
01-05-2022,Agartala,2,Satisfactory,80,PM10
02-05-2022,Agartala,2,Satisfactory,76,PM10
03-05-2022,Agartala,1,Satisfactory,66,PM10
04-05-2022,Agartala,1,Good,40,PM10
05-05-2022,Agartala,2,Good,48,PM10
06-05-2022,Agartala,1,Good,42,PM2.5
07-05-2022,Agartala,2,Satisfactory,66,PM10
08-05-2022,Agartala,2,Satisfactory,99,PM10
09-05-2022,Agartala,2,Satisfactory,60,PM10
10-05-2022,Agartala,2,Good,31,PM10
11-05-2022,Agartala,2,Good,40,"PM10, SO2"
12-05-2022,Agartala,2,Satisfactory,56,"PM10, SO2"
13-05-2022,Agartala,2,Satisfactory,52,PM10
14-05-2022,Agartala,2,Satisfactory,57,PM10
15-05-2022,Agartala,2,Good,50,PM10
16-05-2022,Agartala,1,Good,39,PM10
17-05-2022,Agartala,2,Good,42,PM10
18-05-2022,Agartala,2,Good,36,PM10
19-05-2022,Agartala,2,Good,34,PM10
20-05-2022,Agartala,2,Good,34,PM10
21-05-2022,Agartala,2,Good,41,PM10
22-05-2022,Agartala,2,Satisfactory,94,"PM10, SO2"
23-05-2022,Agartala,2,Good,50,PM10
24-05-2022,Agartala,2,Satisfactory,66,"O3, PM10"
25-05-2022,Agartala,2,Satisfactory,59,PM10
26-05-2022,Agartala,2,Good,46,PM10
27-05-2022,Agartala,2,Satisfactory,54,PM10
28-05-2022,Agartala,2,Satisfactory,62,PM10
29-05-2022,Agartala,2,Satisfactory,62,PM10
30-05-2022,Agartala,2,Good,50,"O3, PM10"
31-05-2022,Agartala,2,Satisfactory,60,PM10
01-06-2022,Agartala,2,Satisfactory,52,PM10
